doc_id,raw_text,tokenized_text
000-048-011,"But before they heard again from Mr. Gardiner, a letter arrived for their father, from a different quarter, from Mr. Collins; which, as Jane had received directions to open all that came for him in his absence, she accordingly read; and Elizabeth, who knew what curiosities his letters always were, looked over her, and read it likewise. It was as follows:--",but before they heard again from mr gardiner a letter arrived for their father from a different quarter from mr collins which as jane had received directions to open all that came for him in his absence she accordingly read and elizabeth who knew what curiosities his letters always were looked over her and read it likewise it was as follows
002-014-050,"Mr. Brownlow, seeming to apprehend that his singular friend was about to say something disagreeable, asked Oliver to step downstairs and tell Mrs. Bedwin they were ready for tea; which, as he did not half like the visitor’s manner, he was very happy to do.",mr brownlow seeming to apprehend that his singular friend was about to say something disagreeable asked oliver to step downstairs and tell mrs bedwin they were ready for tea which as he did not half like the visitor s manner he was very happy to do
001-009-025,"“This, shipmates, this is that other lesson; and woe to that pilot of the living God who slights it. Woe to him whom this world charms from Gospel duty! Woe to him who seeks to pour oil upon the waters when God has brewed them into a gale! Woe to him who seeks to please rather than to appal! Woe to him whose good name is more to him than goodness! Woe to him who, in this world, courts not dishonor! Woe to him who would not be true, even though to be false were salvation! Yea, woe to him who, as the great Pilot Paul has it, while preaching to others is himself a castaway!”",this shipmates this is that other lesson and woe to that pilot of the living god who slights it woe to him whom this world charms from gospel duty woe to him who seeks to pour oil upon the waters when god has brewed them into a gale woe to him who seeks to please rather than to appal woe to him whose good name is more to him than goodness woe to him who in this world courts not dishonor woe to him who would not be true even though to be false were salvation yea woe to him who as the great pilot paul has it while preaching to others is himself a castaway
002-016-071,"“I won’t stand by and see it done, Fagin,” cried the girl. “You’ve got the boy, and what more would you have?—Let him be—let him be—or I shall put that mark on some of you, that will bring me to the gallows before my time.”",i won t stand by and see it done fagin cried the girl you ve got the boy and what more would you have let him be let him be or i shall put that mark on some of you that will bring me to the gallows before my time
002-026-037,"“Now,” muttered the Jew, as he knocked at the door, “if there is any deep play here, I shall have it out of you, my girl, cunning as you are.”",now muttered the jew as he knocked at the door if there is any deep play here i shall have it out of you my girl cunning as you are
001-078-005,"“Come down, come down!” yelled the seamen to Daggoo, but with one hand holding on to the heavy tackles, so that if the head should drop, he would still remain suspended; the negro having cleared the foul line, rammed down the bucket into the now collapsed well, meaning that the buried harpooneer should grasp it, and so be hoisted out.",come down come down yelled the seamen to daggoo but with one hand holding on to the heavy tackles so that if the head should drop he would still remain suspended the negro having cleared the foul line rammed down the bucket into the now collapsed well meaning that the buried harpooneer should grasp it and so be hoisted out
002-050-024,“What’s the meaning of this?” said Toby when they had returned. “He can’t be coming here. I—I—hope not.”,what s the meaning of this said toby when they had returned he can t be coming here i i hope not
002-006-027,"“Oh! Charlotte,” said Mrs. Sowerberry: speaking as well as she could, through a deficiency of breath, and a sufficiency of cold water, which Noah had poured over her head and shoulders. “Oh! Charlotte, what a mercy we have not all been murdered in our beds!”",oh charlotte said mrs sowerberry speaking as well as she could through a deficiency of breath and a sufficiency of cold water which noah had poured over her head and shoulders oh charlotte what a mercy we have not all been murdered in our beds
002-004-058,"“Here, Charlotte,” said Mr. Sowerberry, who had followed Oliver down, “give this boy some of the cold bits that were put by for Trip. He hasn’t come home since the morning, so he may go without ’em. I dare say the boy isn’t too dainty to eat ’em—are you, boy?”",here charlotte said mr sowerberry who had followed oliver down give this boy some of the cold bits that were put by for trip he hasn t come home since the morning so he may go without em i dare say the boy isn t too dainty to eat em are you boy
002-051-072,"“The child,” replied Monks, “when her father died in a strange place, in a strange name, without a letter, book, or scrap of paper that yielded the faintest clue by which his friends or relatives could be traced—the child was taken by some wretched cottagers, who reared it as their own.”",the child replied monks when her father died in a strange place in a strange name without a letter book or scrap of paper that yielded the faintest clue by which his friends or relatives could be traced the child was taken by some wretched cottagers who reared it as their own
000-008-005,"“She has nothing, in short, to recommend her, but being an excellent walker. I shall never forget her appearance this morning. She really looked almost wild.”",she has nothing in short to recommend her but being an excellent walker i shall never forget her appearance this morning she really looked almost wild
000-055-041,"“Exceed their income! My dear Mr. Bennet,” cried his wife, “what are you talking of? Why, he has four or five thousand a year, and very likely more.” Then addressing her daughter, “Oh, my dear, dear Jane, I am so happy! I am sure I shan’t get a wink of sleep all night. I knew how it would be. I always said it must be so, at last. I was sure you could not be so beautiful for nothing! I remember, as soon as ever I saw him, when he first came into Hertfordshire last year, I thought how likely it was that you should come together. Oh, he is the handsomest young man that ever was seen!”",exceed their income my dear mr bennet cried his wife what are you talking of why he has four or five thousand a year and very likely more then addressing her daughter oh my dear dear jane i am so happy i am sure i shan t get a wink of sleep all night i knew how it would be i always said it must be so at last i was sure you could not be so beautiful for nothing i remember as soon as ever i saw him when he first came into hertfordshire last year i thought how likely it was that you should come together oh he is the handsomest young man that ever was seen
001-133-021,"“An hour,” said Ahab, standing rooted in his boat’s stern; and he gazed beyond the whale’s place, towards the dim blue spaces and wide wooing vacancies to leeward. It was only an instant; for again his eyes seemed whirling round in his head as he swept the watery circle. The breeze now freshened; the sea began to swell.",an hour said ahab standing rooted in his boat s stern and he gazed beyond the whale s place towards the dim blue spaces and wide wooing vacancies to leeward it was only an instant for again his eyes seemed whirling round in his head as he swept the watery circle the breeze now freshened the sea began to swell
000-005-014,"“Are you quite sure, ma’am? Is not there a little mistake?” said Jane. “I certainly saw Mr. Darcy speaking to her.”",are you quite sure ma am is not there a little mistake said jane i certainly saw mr darcy speaking to her
000-043-007,"“And of this place,” thought she, “I might have been mistress! With these rooms I might have now been familiarly acquainted! Instead of viewing them as a stranger, I might have rejoiced in them as my own, and welcomed to them as visitors my uncle and aunt. But, no,” recollecting herself, “that could never be; my uncle and aunt would have been lost to me; I should not have been allowed to invite them.”",and of this place thought she i might have been mistress with these rooms i might have now been familiarly acquainted instead of viewing them as a stranger i might have rejoiced in them as my own and welcomed to them as visitors my uncle and aunt but no recollecting herself that could never be my uncle and aunt would have been lost to me i should not have been allowed to invite them
002-011-012,"After musing for some minutes, the old gentleman walked, with the same meditative face, into a back anteroom opening from the yard; and there, retiring into a corner, called up before his mind’s eye a vast amphitheatre of faces over which a dusky curtain had hung for many years. “No,” said the old gentleman, shaking his head; “it must be imagination.”",after musing for some minutes the old gentleman walked with the same meditative face into a back anteroom opening from the yard and there retiring into a corner called up before his mind s eye a vast amphitheatre of faces over which a dusky curtain had hung for many years no said the old gentleman shaking his head it must be imagination
001-048-051,"Floating on the waves we saw the abandoned boat, as for one instant it tossed and gaped beneath the ship’s bows like a chip at the base of a cataract; and then the vast hull rolled over it, and it was seen no more till it came up weltering astern. Again we swam for it, were dashed against it by the seas, and were at last taken up and safely landed on board. Ere the squall came close to, the other boats had cut loose from their fish and returned to the ship in good time. The ship had given us up, but was still cruising, if haply it might light upon some token of our perishing,—an oar or a lance pole.",floating on the waves we saw the abandoned boat as for one instant it tossed and gaped beneath the ship s bows like a chip at the base of a cataract and then the vast hull rolled over it and it was seen no more till it came up weltering astern again we swam for it were dashed against it by the seas and were at last taken up and safely landed on board ere the squall came close to the other boats had cut loose from their fish and returned to the ship in good time the ship had given us up but was still cruising if haply it might light upon some token of our perishing an oar or a lance pole
002-042-096,"“Live like a gentleman—board and lodging, pipes and spirits free—half of all you earn, and half of all the young woman earns,” replied Mr. Fagin.",live like a gentleman board and lodging pipes and spirits free half of all you earn and half of all the young woman earns replied mr fagin
002-022-034,"With these words, he took a thick stick from Barney’s hands, who, having delivered another to Toby, busied himself in fastening on Oliver’s cape.",with these words he took a thick stick from barney s hands who having delivered another to toby busied himself in fastening on oliver s cape
002-016-078,"“Oh, yes, I know all about it,” replied the girl, laughing hysterically; and shaking her head from side to side, with a poor assumption of indifference.",oh yes i know all about it replied the girl laughing hysterically and shaking her head from side to side with a poor assumption of indifference
000-049-043,"“And they are really to be married!” cried Elizabeth, as soon as they were by themselves. “How strange this is! and for _this_ we are to be thankful. That they should marry, small as is their chance of happiness, and wretched as is his character, we are forced to rejoice! Oh, Lydia!”",and they are really to be married cried elizabeth as soon as they were by themselves how strange this is and for this we are to be thankful that they should marry small as is their chance of happiness and wretched as is his character we are forced to rejoice oh lydia
001-048-041,"The dancing white water made by the chase was now becoming more and more visible, owing to the increasing darkness of the dun cloud-shadows flung upon the sea. The jets of vapor no longer blended, but tilted everywhere to right and left; the whales seemed separating their wakes. The boats were pulled more apart; Starbuck giving chase to three whales running dead to leeward. Our sail was now set, and, with the still rising wind, we rushed along; the boat going with such madness through the water, that the lee oars could scarcely be worked rapidly enough to escape being torn from the row-locks.",the dancing white water made by the chase was now becoming more and more visible owing to the increasing darkness of the dun cloud shadows flung upon the sea the jets of vapor no longer blended but tilted everywhere to right and left the whales seemed separating their wakes the boats were pulled more apart starbuck giving chase to three whales running dead to leeward our sail was now set and with the still rising wind we rushed along the boat going with such madness through the water that the lee oars could scarcely be worked rapidly enough to escape being torn from the row locks
002-020-004,"“No, no, my dear. Not to stop there,” replied the Jew. “We shouldn’t like to lose you. Don’t be afraid, Oliver, you shall come back to us again. Ha! ha! ha! We won’t be so cruel as to send you away, my dear. Oh no, no!”",no no my dear not to stop there replied the jew we shouldn t like to lose you don t be afraid oliver you shall come back to us again ha ha ha we won t be so cruel as to send you away my dear oh no no
000-006-056,"He listened to her with perfect indifference, while she chose to entertain herself in this manner; and as his composure convinced her that all was safe, her wit flowed along.",he listened to her with perfect indifference while she chose to entertain herself in this manner and as his composure convinced her that all was safe her wit flowed along
001-103-007,"The ribs were ten on a side. The first, to begin from the neck, was nearly six feet long; the second, third, and fourth were each successively longer, till you came to the climax of the fifth, or one of the middle ribs, which measured eight feet and some inches. From that part, the remaining ribs diminished, till the tenth and last only spanned five feet and some inches. In general thickness, they all bore a seemly correspondence to their length. The middle ribs were the most arched. In some of the Arsacides they are used for beams whereon to lay footpath bridges over small streams.",the ribs were ten on a side the first to begin from the neck was nearly six feet long the second third and fourth were each successively longer till you came to the climax of the fifth or one of the middle ribs which measured eight feet and some inches from that part the remaining ribs diminished till the tenth and last only spanned five feet and some inches in general thickness they all bore a seemly correspondence to their length the middle ribs were the most arched in some of the arsacides they are used for beams whereon to lay footpath bridges over small streams
001-114-008,"“Loveliness unfathomable, as ever lover saw in his young bride’s eye!—Tell me not of thy teeth-tiered sharks, and thy kidnapping cannibal ways. Let faith oust fact; let fancy oust memory; I look deep down and do believe.”",loveliness unfathomable as ever lover saw in his young bride s eye tell me not of thy teeth tiered sharks and thy kidnapping cannibal ways let faith oust fact let fancy oust memory i look deep down and do believe
002-010-022,"“Stop thief! Stop thief!” The cry is taken up by a hundred voices, and the crowd accumulate at every turning. Away they fly, splashing through the mud, and rattling along the pavements: up go the windows, out run the people, onward bear the mob, a whole audience desert Punch in the very thickest of the plot, and, joining the rushing throng, swell the shout, and lend fresh vigour to the cry, “Stop thief! Stop thief!”",stop thief stop thief the cry is taken up by a hundred voices and the crowd accumulate at every turning away they fly splashing through the mud and rattling along the pavements up go the windows out run the people onward bear the mob a whole audience desert punch in the very thickest of the plot and joining the rushing throng swell the shout and lend fresh vigour to the cry stop thief stop thief
001-059-013,"By some naturalists who have vaguely heard rumors of the mysterious creature, here spoken of, it is included among the class of cuttle-fish, to which, indeed, in certain external respects it would seem to belong, but only as the Anak of the tribe.",by some naturalists who have vaguely heard rumors of the mysterious creature here spoken of it is included among the class of cuttle fish to which indeed in certain external respects it would seem to belong but only as the anak of the tribe
000-034-009,"Mr. Darcy, who was leaning against the mantel-piece with his eyes fixed on her face, seemed to catch her words with no less resentment than surprise. His complexion became pale with anger, and the disturbance of his mind was visible in every feature. He was struggling for the appearance of composure, and would not open his lips till he believed himself to have attained it. The pause was to Elizabeth’s feelings dreadful. At length, in a voice of forced calmness, he said,--",mr darcy who was leaning against the mantel piece with his eyes fixed on her face seemed to catch her words with no less resentment than surprise his complexion became pale with anger and the disturbance of his mind was visible in every feature he was struggling for the appearance of composure and would not open his lips till he believed himself to have attained it the pause was to elizabeth s feelings dreadful at length in a voice of forced calmness he said
002-003-021,"As Mr. Gamfield did happen to labour under the slight imputation of having bruised three or four boys to death already, it occurred to him that the board had, perhaps, in some unaccountable freak, taken it into their heads that this extraneous circumstance ought to influence their proceedings. It was very unlike their general mode of doing business, if they had; but still, as he had no particular wish to revive the rumour, he twisted his cap in his hands, and walked slowly from the table.",as mr gamfield did happen to labour under the slight imputation of having bruised three or four boys to death already it occurred to him that the board had perhaps in some unaccountable freak taken it into their heads that this extraneous circumstance ought to influence their proceedings it was very unlike their general mode of doing business if they had but still as he had no particular wish to revive the rumour he twisted his cap in his hands and walked slowly from the table
000-024-024,"“Your first position is false. They may wish many things besides his happiness: they may wish his increase of wealth and consequence; they may wish him to marry a girl who has all the importance of money, great connections, and pride.”",your first position is false they may wish many things besides his happiness they may wish his increase of wealth and consequence they may wish him to marry a girl who has all the importance of money great connections and pride
001-001-015,"By reason of these things, then, the whaling voyage was welcome; the great flood-gates of the wonder-world swung open, and in the wild conceits that swayed me to my purpose, two and two there floated into my inmost soul, endless processions of the whale, and, mid most of them all, one grand hooded phantom, like a snow hill in the air.",by reason of these things then the whaling voyage was welcome the great flood gates of the wonder world swung open and in the wild conceits that swayed me to my purpose two and two there floated into my inmost soul endless processions of the whale and mid most of them all one grand hooded phantom like a snow hill in the air
001-119-009,"“But I am not a brave man; never said I was a brave man; I am a coward; and I sing to keep up my spirits. And I tell you what it is, Mr. Starbuck, there’s no way to stop my singing in this world but to cut my throat. And when that’s done, ten to one I sing ye the doxology for a wind-up.”",but i am not a brave man never said i was a brave man i am a coward and i sing to keep up my spirits and i tell you what it is mr starbuck there s no way to stop my singing in this world but to cut my throat and when that s done ten to one i sing ye the doxology for a wind up
000-051-003,"They came. The family were assembled in the breakfast-room to receive them. Smiles decked the face of Mrs. Bennet, as the carriage drove up to the door; her husband looked impenetrably grave; her daughters, alarmed, anxious, uneasy.",they came the family were assembled in the breakfast room to receive them smiles decked the face of mrs bennet as the carriage drove up to the door her husband looked impenetrably grave her daughters alarmed anxious uneasy
001-016-027,"“Look ye now, young man, thy lungs are a sort of soft, d’ye see; thou dost not talk shark a bit. _Sure_, ye’ve been to sea before now; sure of that?”",look ye now young man thy lungs are a sort of soft d ye see thou dost not talk shark a bit sure ye ve been to sea before now sure of that
002-006-007,"Intent upon this innocent amusement, Noah put his feet on the table-cloth; and pulled Oliver’s hair; and twitched his ears; and expressed his opinion that he was a “sneak”; and furthermore announced his intention of coming to see him hanged, whenever that desirable event should take place; and entered upon various topics of petty annoyance, like a malicious and ill-conditioned charity-boy as he was. But, making Oliver cry, Noah attempted to be more facetious still; and in his attempt, did what many sometimes do to this day, when they want to be funny. He got rather personal.",intent upon this innocent amusement noah put his feet on the table cloth and pulled oliver s hair and twitched his ears and expressed his opinion that he was a sneak and furthermore announced his intention of coming to see him hanged whenever that desirable event should take place and entered upon various topics of petty annoyance like a malicious and ill conditioned charity boy as he was but making oliver cry noah attempted to be more facetious still and in his attempt did what many sometimes do to this day when they want to be funny he got rather personal
002-028-046,"Oliver felt such fear come over him when he recognised the place, that, for the instant, he forgot the agony of his wound, and thought only of flight. Flight! He could scarcely stand: and if he were in full possession of all the best powers of his slight and youthful frame, whither could he fly? He pushed against the garden-gate; it was unlocked, and swung open on its hinges. He tottered across the lawn; climbed the steps; knocked faintly at the door; and, his whole strength failing him, sunk down against one of the pillars of the little portico.",oliver felt such fear come over him when he recognised the place that for the instant he forgot the agony of his wound and thought only of flight flight he could scarcely stand and if he were in full possession of all the best powers of his slight and youthful frame whither could he fly he pushed against the garden gate it was unlocked and swung open on its hinges he tottered across the lawn climbed the steps knocked faintly at the door and his whole strength failing him sunk down against one of the pillars of the little portico
002-012-075,"“Why, what should he say?” inquired Charley: stopping rather suddenly in his merriment; for the Dodger’s manner was impressive. “What should he say?”",why what should he say inquired charley stopping rather suddenly in his merriment for the dodger s manner was impressive what should he say
000-033-013,"“These are home questions--and perhaps I cannot say that I have experienced many hardships of that nature. But in matters of greater weight, I may suffer from the want of money. Younger sons cannot marry where they like.”",these are home questions and perhaps i cannot say that i have experienced many hardships of that nature but in matters of greater weight i may suffer from the want of money younger sons cannot marry where they like
002-049-046,"“I went,” said Mr. Brownlow, after a short pause, “I went, when all was over, to the scene of his—I will use the term the world would freely use, for worldly harshness or favour are now alike to him—of his guilty love, resolved that if my fears were realised that erring child should find one heart and home to shelter and compassionate her. The family had left that part a week before; they had called in such trifling debts as were outstanding, discharged them, and left the place by night. Why, or whither, none can tell.”",i went said mr brownlow after a short pause i went when all was over to the scene of his i will use the term the world would freely use for worldly harshness or favour are now alike to him of his guilty love resolved that if my fears were realised that erring child should find one heart and home to shelter and compassionate her the family had left that part a week before they had called in such trifling debts as were outstanding discharged them and left the place by night why or whither none can tell
001-082-009,"Perseus, St. George, Hercules, Jonah, and Vishnoo! there’s a member-roll for you! What club but the whaleman’s can head off like that?",perseus st george hercules jonah and vishnoo there s a member roll for you what club but the whaleman s can head off like that
001-006-002,"In thoroughfares nigh the docks, any considerable seaport will frequently offer to view the queerest looking nondescripts from foreign parts. Even in Broadway and Chestnut streets, Mediterranean mariners will sometimes jostle the affrighted ladies. Regent Street is not unknown to Lascars and Malays; and at Bombay, in the Apollo Green, live Yankees have often scared the natives. But New Bedford beats all Water Street and Wapping. In these last-mentioned haunts you see only sailors; but in New Bedford, actual cannibals stand chatting at street corners; savages outright; many of whom yet carry on their bones unholy flesh. It makes a stranger stare.",in thoroughfares nigh the docks any considerable seaport will frequently offer to view the queerest looking nondescripts from foreign parts even in broadway and chestnut streets mediterranean mariners will sometimes jostle the affrighted ladies regent street is not unknown to lascars and malays and at bombay in the apollo green live yankees have often scared the natives but new bedford beats all water street and wapping in these last mentioned haunts you see only sailors but in new bedford actual cannibals stand chatting at street corners savages outright many of whom yet carry on their bones unholy flesh it makes a stranger stare
001-133-018,"On each soft side—coincident with the parted swell, that but once leaving him, then flowed so wide away—on each bright side, the whale shed off enticings. No wonder there had been some among the hunters who namelessly transported and allured by all this serenity, had ventured to assail it; but had fatally found that quietude but the vesture of tornadoes. Yet calm, enticing calm, oh, whale! thou glidest on, to all who for the first time eye thee, no matter how many in that same way thou may’st have bejuggled and destroyed before.",on each soft side coincident with the parted swell that but once leaving him then flowed so wide away on each bright side the whale shed off enticings no wonder there had been some among the hunters who namelessly transported and allured by all this serenity had ventured to assail it but had fatally found that quietude but the vesture of tornadoes yet calm enticing calm oh whale thou glidest on to all who for the first time eye thee no matter how many in that same way thou may st have bejuggled and destroyed before
001-135-030,"“Drive, drive in your nails, oh ye waves! to their uttermost heads drive them in! ye but strike a thing without a lid; and no coffin and no hearse can be mine:—and hemp only can kill me! Ha! ha!”",drive drive in your nails oh ye waves to their uttermost heads drive them in ye but strike a thing without a lid and no coffin and no hearse can be mine and hemp only can kill me ha ha
000-059-026,"Kitty owned that she had rather stay at home. Darcy professed a great curiosity to see the view from the Mount, and Elizabeth silently consented. As she went upstairs to get ready, Mrs. Bennet followed her, saying,--",kitty owned that she had rather stay at home darcy professed a great curiosity to see the view from the mount and elizabeth silently consented as she went upstairs to get ready mrs bennet followed her saying
000-051-026,"“Lizzy, I never gave _you_ an account of my wedding, I believe. You were not by, when I told mamma, and the others, all about it. Are not you curious to hear how it was managed?”",lizzy i never gave you an account of my wedding i believe you were not by when i told mamma and the others all about it are not you curious to hear how it was managed
000-029-021,"“Why did not you all learn? You ought all to have learned. The Miss Webbs all play, and their father has not so good an income as yours. Do you draw?”",why did not you all learn you ought all to have learned the miss webbs all play and their father has not so good an income as yours do you draw
002-044-055,"“The reason of all this,” replied Fagin. “If _he_”—he pointed with his skinny fore-finger up the stairs—“is so hard with you (he’s a brute, Nance, a brute-beast), why don’t you—”",the reason of all this replied fagin if he he pointed with his skinny fore finger up the stairs is so hard with you he s a brute nance a brute beast why don t you
002-022-041,"Toby acquiesced; and they hurried through the main street of the little town, which at that late hour was wholly deserted. A dim light shone at intervals from some bed-room window; and the hoarse barking of dogs occasionally broke the silence of the night. But there was nobody abroad. They had cleared the town, as the church-bell struck two.",toby acquiesced and they hurried through the main street of the little town which at that late hour was wholly deserted a dim light shone at intervals from some bed room window and the hoarse barking of dogs occasionally broke the silence of the night but there was nobody abroad they had cleared the town as the church bell struck two
001-091-050,"Dropping his spade, he thrust both hands in, and drew out handfuls of something that looked like ripe Windsor soap, or rich mottled old cheese; very unctuous and savory withal. You might easily dent it with your thumb; it is of a hue between yellow and ash colour. And this, good friends, is ambergris, worth a gold guinea an ounce to any druggist. Some six handfuls were obtained; but more was unavoidably lost in the sea, and still more, perhaps, might have been secured were it not for impatient Ahab’s loud command to Stubb to desist, and come on board, else the ship would bid them good bye.",dropping his spade he thrust both hands in and drew out handfuls of something that looked like ripe windsor soap or rich mottled old cheese very unctuous and savory withal you might easily dent it with your thumb it is of a hue between yellow and ash colour and this good friends is ambergris worth a gold guinea an ounce to any druggist some six handfuls were obtained but more was unavoidably lost in the sea and still more perhaps might have been secured were it not for impatient ahab s loud command to stubb to desist and come on board else the ship would bid them good bye
002-051-097,"“And what have I heard! What have I heard!” cried Rose. “That a sense of his deep disgrace so worked upon my own father that he shunned all—there, we have said enough, Harry, we have said enough.”",and what have i heard what have i heard cried rose that a sense of his deep disgrace so worked upon my own father that he shunned all there we have said enough harry we have said enough
001-095-004,"*Bible leaves! Bible leaves! This is the invariable cry from the mates to the mincer. It enjoins him to be careful, and cut his work into as thin slices as possible, inasmuch as by so doing the business of boiling out the oil is much accelerated, and its quantity considerably increased, besides perhaps improving it in quality.",bible leaves bible leaves this is the invariable cry from the mates to the mincer it enjoins him to be careful and cut his work into as thin slices as possible inasmuch as by so doing the business of boiling out the oil is much accelerated and its quantity considerably increased besides perhaps improving it in quality
002-029-016,"“You ought to be dead; positively dead with the fright,” said the fat gentleman. “Why didn’t you send? Bless me, my man should have come in a minute; and so would I; and my assistant would have been delighted; or anybody, I’m sure, under such circumstances. Dear, dear! So unexpected! In the silence of the night, too!”",you ought to be dead positively dead with the fright said the fat gentleman why didn t you send bless me my man should have come in a minute and so would i and my assistant would have been delighted or anybody i m sure under such circumstances dear dear so unexpected in the silence of the night too
002-006-023,"“Oh, you little wretch!” screamed Charlotte: seizing Oliver with her utmost force, which was about equal to that of a moderately strong man in particularly good training. “Oh, you little un-grate-ful, mur-de-rous, hor-rid villain!” And between every syllable, Charlotte gave Oliver a blow with all her might: accompanying it with a scream, for the benefit of society.",oh you little wretch screamed charlotte seizing oliver with her utmost force which was about equal to that of a moderately strong man in particularly good training oh you little un grate ful mur de rous hor rid villain and between every syllable charlotte gave oliver a blow with all her might accompanying it with a scream for the benefit of society
002-007-020,"Here the position of affairs had not at all improved. Sowerberry had not yet returned, and Oliver continued to kick, with undiminished vigour, at the cellar-door. The accounts of his ferocity as related by Mrs. Sowerberry and Charlotte, were of so startling a nature, that Mr. Bumble judged it prudent to parley, before opening the door. With this view he gave a kick at the outside, by way of prelude; and, then, applying his mouth to the keyhole, said, in a deep and impressive tone:",here the position of affairs had not at all improved sowerberry had not yet returned and oliver continued to kick with undiminished vigour at the cellar door the accounts of his ferocity as related by mrs sowerberry and charlotte were of so startling a nature that mr bumble judged it prudent to parley before opening the door with this view he gave a kick at the outside by way of prelude and then applying his mouth to the keyhole said in a deep and impressive tone
002-032-037,"“An ass,” said the doctor again, after a further silence of some minutes. “Even if it had been the right place, and the right fellows had been there, what could I have done, single-handed? And if I had had assistance, I see no good that I should have done, except leading to my own exposure, and an unavoidable statement of the manner in which I have hushed up this business. That would have served me right, though. I am always involving myself in some scrape or other, by acting on impulse. It might have done me good.”",an ass said the doctor again after a further silence of some minutes even if it had been the right place and the right fellows had been there what could i have done single handed and if i had had assistance i see no good that i should have done except leading to my own exposure and an unavoidable statement of the manner in which i have hushed up this business that would have served me right though i am always involving myself in some scrape or other by acting on impulse it might have done me good
000-059-047,"This was a sad omen of what her mother’s behaviour to the gentleman himself might be; and Elizabeth found that, though in the certain possession of his warmest affection, and secure of her relations’ consent, there was still something to be wished for. But the morrow passed off much better than she expected; for Mrs. Bennet luckily stood in such awe of her intended son-in-law, that she ventured not to speak to him, unless it was in her power to offer him any attention, or mark her deference for his opinion.",this was a sad omen of what her mother s behaviour to the gentleman himself might be and elizabeth found that though in the certain possession of his warmest affection and secure of her relations consent there was still something to be wished for but the morrow passed off much better than she expected for mrs bennet luckily stood in such awe of her intended son in law that she ventured not to speak to him unless it was in her power to offer him any attention or mark her deference for his opinion
001-099-002,"But one morning, turning to pass the doubloon, he seemed to be newly attracted by the strange figures and inscriptions stamped on it, as though now for the first time beginning to interpret for himself in some monomaniac way whatever significance might lurk in them. And some certain significance lurks in all things, else all things are little worth, and the round world itself but an empty cipher, except to sell by the cartload, as they do hills about Boston, to fill up some morass in the Milky Way.",but one morning turning to pass the doubloon he seemed to be newly attracted by the strange figures and inscriptions stamped on it as though now for the first time beginning to interpret for himself in some monomaniac way whatever significance might lurk in them and some certain significance lurks in all things else all things are little worth and the round world itself but an empty cipher except to sell by the cartload as they do hills about boston to fill up some morass in the milky way
002-040-005,"“It’s a hard matter to get to see you, lady. If I had taken offence, and gone away, as many would have done, you’d have been sorry for it one day, and not without reason either.”",it s a hard matter to get to see you lady if i had taken offence and gone away as many would have done you d have been sorry for it one day and not without reason either
002-003-067,"“I beg your worship’s pardon,” said Mr. Bumble, incredulous of having heard aright. “Did your worship speak to me?”",i beg your worship s pardon said mr bumble incredulous of having heard aright did your worship speak to me
000-058-016,“I was certainly very far from expecting them to make so strong an impression. I had not the smallest idea of their being ever felt in such a way.”,i was certainly very far from expecting them to make so strong an impression i had not the smallest idea of their being ever felt in such a way
001-070-004,"The Pequod’s whale being decapitated and the body stripped, the head was hoisted against the ship’s side—about half way out of the sea, so that it might yet in great part be buoyed up by its native element. And there with the strained craft steeply leaning over to it, by reason of the enormous downward drag from the lower mast-head, and every yard-arm on that side projecting like a crane over the waves; there, that blood-dripping head hung to the Pequod’s waist like the giant Holofernes’s from the girdle of Judith.",the pequod s whale being decapitated and the body stripped the head was hoisted against the ship s side about half way out of the sea so that it might yet in great part be buoyed up by its native element and there with the strained craft steeply leaning over to it by reason of the enormous downward drag from the lower mast head and every yard arm on that side projecting like a crane over the waves there that blood dripping head hung to the pequod s waist like the giant holofernes s from the girdle of judith
002-035-022,"But, although this happy change had a visible effect on the little circle; and although cheerful voices and merry laughter were once more heard in the cottage; there was at times, an unwonted restraint upon some there: even upon Rose herself: which Oliver could not fail to remark. Mrs. Maylie and her son were often closeted together for a long time; and more than once Rose appeared with traces of tears upon her face. After Mr. Losberne had fixed a day for his departure to Chertsey, these symptoms increased; and it became evident that something was in progress which affected the peace of the young lady, and of somebody else besides.",but although this happy change had a visible effect on the little circle and although cheerful voices and merry laughter were once more heard in the cottage there was at times an unwonted restraint upon some there even upon rose herself which oliver could not fail to remark mrs maylie and her son were often closeted together for a long time and more than once rose appeared with traces of tears upon her face after mr losberne had fixed a day for his departure to chertsey these symptoms increased and it became evident that something was in progress which affected the peace of the young lady and of somebody else besides
002-014-026,"“My dear child,” said the old gentleman, moved by the warmth of Oliver’s sudden appeal; “you need not be afraid of my deserting you, unless you give me cause.”",my dear child said the old gentleman moved by the warmth of oliver s sudden appeal you need not be afraid of my deserting you unless you give me cause
000-058-008,"Elizabeth was too much embarrassed to say a word. After a short pause, her companion added, “You are too generous to trifle with me. If your feelings are still what they were last April, tell me so at once. _My_ affections and wishes are unchanged; but one word from you will silence me on this subject for ever.”",elizabeth was too much embarrassed to say a word after a short pause her companion added you are too generous to trifle with me if your feelings are still what they were last april tell me so at once my affections and wishes are unchanged but one word from you will silence me on this subject for ever
